TransactionId,TransactionDateTime,OrderNumber,AccountName,ContactName,ContactMainPhone,ContactCellPhone,ContactEmailAddress,ShippingAddressLine1,ShippingAddressLine2,ShippingAddressCity,ShippingAddressState,ShippingAddressPostalCode,ShippingAddressCountry,PaymentType,PaymentAccountNumber
68a065fb-793e-4840-8473-e619e0e8e821,2022-01-01 09:20:50,10001010,Wired Brain Coffee Software,Katrina Adams,8156223989,8156223989,kadams@wiredbean.com,16746 W Magnolia St,Suite 200,Goodyear,AZ,85338,US,AMEX,340107445193701
d58f40d2-3bf5-4b20-8b2f-a86e26ffb6fa,2022-01-01 09:22:55,10001011,Carved Rock,Michael Hubbard,8153330007,8153340007,michael.hubbard@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,VISA,4958675534555920
62e1dbdd-0d23-48a7-b9d0-223a87e4faba,2022-01-01 09:25:00,10001012,Carved Rock,Peggy Patton,8153330008,8153340008,peggy.patton@carvedrock.com,75 Stephens Rd,UNIT B,Tennille,GA,31089,US,AMEX,377584862788351
314a12fa-4726-49e3-98ec-022c3d70709c,2022-01-01 09:27:05,10001013,Widgets R Us,Ana Knight,8154982878,8154983879,aknight@widgets.com,218 Sycamore Dr,Suite 4344,Mars,PA,18011,US,AMEX,378911666311461
6deb6f7d-f4fa-476a-81de-2a5397eda72e,2022-01-01 09:29:10,10001014,Carved Rock,Susan Kelley,8153330009,8153340009,susan.kelley@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,AMEX,340471998469318
8f5ff382-12c4-48e7-94dd-a4d36253f268,2022-01-01 09:31:15,10001015,Carved Rock,Denise Lawson,8153330010,8153340010,denise.lawson@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,AMEX,342257658251544
27d1650e-bca1-48b3-8bde-5f5822289c3d,2022-01-01 09:33:20,10001016,Carved Rock,Ian Barton,8153330011,8153340011,ian.barton@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,AMEX,379473946239508
c420eb6c-0006-40fd-95db-843146c8253f,2022-01-01 09:35:25,10001017,Widgets R Us,Clfton Byrd,8154982878,8154984879,cbyrd@widgets.com,218 Sycamore Dr,Suite 4347,Mars,PA,18011,US,AMEX,371944020702171
fdf78048-b522-44ad-8d7e-72f217d0a661,2022-01-01 09:37:30,10001018,Carved Rock,Traci Malone,8153330012,8153340012,traci.malone@carvedrock.com,75 Stephens Rd,UNIT B,Tennille,GA,31089,US,AMEX,347790793233212
80578ef2-fad7-443a-8146-f7f6238442e3,2022-01-01 09:39:35,10001019,Carved Rock,Gail Byrd,8153330013,8153340013,gail.byrd@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,AMEX,342421090535746
543b7339-54ee-4fa5-ad73-75fc86c21bfb,2022-01-01 09:41:40,10001020,Michael Hoffman Tech,Michael Hoffman,8154557676,8154557677,michael.hoffman@michaelhoffmantech.com,1529 Castle St,,Atwater,CA,95301,US,AMEX,375292148113236
ef3dcbfd-a1b4-42bb-b68b-459e3eb63d47,2022-01-01 09:43:45,10001021,Carved Rock,Erika Holmes,8153330002,8153340002,erika.holmes@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4173918646909840
05776b8b-43a0-4e29-bf7d-ee4ccf5cc6a4,2022-01-01 09:45:50,10001022,Carved Rock,Michael Hubbard,8153330007,8153340007,michael.hubbard@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,VISA,4958675534555920
fc450a20-616b-4a78-8cc0-7b09cb3b36af,2022-01-01 09:47:55,10001023,Widgets R Us,Tammy Walker,8154982878,8154985879,twalker@widgets.com,218 Sycamore Dr,Suite 4349,Mars,PA,18011,US,AMEX,370526100043864
27b0e2be-de44-451c-997f-c4e1750a146e,2022-01-01 09:50:00,10001024,Carved Rock,Ollie Rivera,8153330003,8153340003,ollie.rivera@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4716498622000630
3a04856c-e3c9-4a7b-85fc-0848c3bb9051,2022-01-01 09:52:05,10001025,Carved Rock,Erika Holmes,8153330002,8153340002,erika.holmes@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4173918646909840
8c7e7cf3-9f51-4b88-b93d-5688f359978b,2022-01-01 09:54:10,10001026,Carved Rock,Clarence Wallace,8153330005,8153340005,clarence.wallace@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4626111852823860
f3976825-cd59-4642-b156-27e722bd41f8,2022-01-01 09:56:15,10001027,Carved Rock,Noah Goodman,8153330004,8153340004,noah.goodman@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4537419482560370
53c02ece-b33a-43f5-8168-7925c353e56d,2022-01-01 09:58:20,10001028,Globomantics,Shane Delgado,8155223939,8155223439,shane.delgado@globomantics.com,5715 Tanagerlake Rd,Suite 7711,Lithia,FL,33547,US,VISA,4283248366720440
00e7e614-c41d-4e6d-b5b9-a11a95dc4ceb,2022-01-01 10:00:25,10001029,Carved Rock,Peggy Patton,8153330008,8153340008,peggy.patton@carvedrock.com,75 Stephens Rd,UNIT B,Tennille,GA,31089,US,AMEX,377584862788351
481abc29-9789-4dc0-b594-7c655363d33f,2022-01-01 10:02:30,10001030,Carved Rock,Roy Day,8153330001,8153340001,roy.day@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4825976163105600
d3fcee2c-ce93-449e-a40b-789dc9bc7329,2022-01-01 10:04:35,10001031,Carved Rock,Ollie Rivera,8153330003,8153340003,ollie.rivera@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4716498622000630
60a9c6b3-49d6-4492-b806-539773372a12,2022-01-01 10:06:40,10001032,Carved Rock,Susan Kelley,8153330009,8153340009,susan.kelley@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,AMEX,340471998469318
efc8db48-b15e-4329-9e61-c34e1a9e3c68,2022-01-01 10:08:45,10001033,Michael Hoffman Tech,Michael Hoffman,8154557676,8154557677,michael.hoffman@michaelhoffmantech.com,1529 Castle St,,Atwater,CA,95301,US,AMEX,375292148113236
e1d46ce5-298a-44ca-8886-7cff59f99421,2022-01-01 10:10:50,10001034,Carved Rock,Erika Holmes,8153330002,8153340002,erika.holmes@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4173918646909840
0af0b072-4afa-4156-9f72-f25cd49aeb57,2022-01-01 10:12:55,10001035,Carved Rock,Peggy Patton,8153330008,8153340008,peggy.patton@carvedrock.com,75 Stephens Rd,UNIT B,Tennille,GA,31089,US,AMEX,377584862788351
bb8dc71c-6f70-4710-8355-0ffcfc68725b,2022-01-01 10:15:00,10001036,Carved Rock,Erika Holmes,8153330002,8153340002,erika.holmes@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4173918646909840
191b7d84-fdb2-49b7-9bc2-140ab27a0bc4,2022-01-01 10:17:05,10001037,Carved Rock,Kenny Boyd,8153330006,8153340006,kenny.boyd@carvedrock.com,75 Stephens Rd,UNIT B,Tennille,GA,31089,US,VISA,4539815890145050
56335bdb-5cb4-4753-9a5a-0c24dc285fae,2022-01-01 10:19:10,10001038,Carved Rock,Roy Day,8153330001,8153340001,roy.day@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4825976163105600
8bc7a32e-7a27-4d9b-87a3-0393a4b59f9d,2022-01-01 10:21:15,10001039,Carved Rock,Ollie Rivera,8153330003,8153340003,ollie.rivera@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4716498622000630
93fdaacd-11d0-4dda-a96a-88d5d4414968,2022-01-01 10:23:20,10001040,Carved Rock,Clarence Wallace,8153330005,8153340005,clarence.wallace@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4626111852823860
4bdfb9fa-997e-4066-ab5c-482241887708,2022-01-01 10:25:25,10001041,Carved Rock,Roy Day,8153330001,8153340001,roy.day@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4825976163105600
fa063daf-bce5-4755-abf2-fa0115485b57,2022-01-01 10:27:30,10001042,Carved Rock,Michael Hubbard,8153330007,8153340007,michael.hubbard@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,VISA,4958675534555920
29d2ba4d-ba8e-492e-b129-82a4956af643,2022-01-01 10:29:35,10001043,Not A Bad Person,Stealy McStealer,8156666666,8156666667,badperson@notabadperson.com,123 Summit View Cir,,Climax Springs,MO,65324,US,VISA,4888084029651820
08851397-28ab-483c-b947-a0c855c76338,2022-01-01 10:31:40,10001044,Michael Hoffman Tech,Michael Hoffman,8154557676,8154557677,michael.hoffman@michaelhoffmantech.com,1529 Castle St,,Atwater,CA,95301,US,AMEX,375292148113236
52f6e4b9-e0ea-486c-995d-0885b96490aa,2022-01-01 10:33:45,10001045,Carved Rock,Noah Goodman,8153330004,8153340004,noah.goodman@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4537419482560370
35edb14b-73d0-49cf-9601-6a5e7b7bdbe5,2022-01-01 10:35:50,10001046,Carved Rock,Erika Holmes,8153330002,8153340002,erika.holmes@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4173918646909840
a46c8d7a-af55-421a-84f7-f0c1e43c281b,2022-01-01 10:37:55,10001047,Carved Rock,Denise Lawson,8153330010,8153340010,denise.lawson@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,AMEX,342257658251544
81b155d6-162d-44a9-8953-ae988be273c9,2022-01-01 10:40:00,10001048,Carved Rock,Susan Kelley,8153330009,8153340009,susan.kelley@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,AMEX,340471998469318
5c51fd6c-0892-46ad-a987-9e7dd5ebfdbd,2022-01-01 10:42:05,10001049,Wired Brain Coffee Software,Katrina Adams,8156223989,8156223989,kadams@wiredbean.com,16746 W Magnolia St,Suite 200,Goodyear,AZ,85338,US,AMEX,340107445193701
64982762-fab6-4396-92c4-5d056f1953ab,2022-01-01 10:44:10,10001050,Carved Rock,Ollie Rivera,8153330003,8153340003,ollie.rivera@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4716498622000630
b6f6c74e-8ddf-4829-b660-75e4118e0407,2022-01-01 10:46:15,10001051,Globomantics,Alberto Hart,8154510123,8154510124,alberto.hart@globomantics.com,5715 Tanagerlake Rd,Suite 7732,Lithia,FL,33547,US,VISA,4012888888881880
730d2620-e9ee-416c-9c33-dc81b90e5933,2022-01-01 10:48:20,10001052,Carved Rock,Peggy Patton,8153330008,8153340008,peggy.patton@carvedrock.com,75 Stephens Rd,UNIT B,Tennille,GA,31089,US,AMEX,377584862788351
4d829a83-23c5-40e4-a0ca-da2e07da5fd8,2022-01-01 10:50:25,10001053,Carved Rock,Roy Day,8153330001,8153340001,roy.day@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4825976163105600
646afc25-8709-4056-bbc5-9e5179714af0,2022-01-01 10:52:30,10001054,Carved Rock,Clarence Wallace,8153330005,8153340005,clarence.wallace@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4626111852823860
7ddf4a2a-5edd-4ba2-a952-37d5a4242698,2022-01-01 10:54:35,10001055,Carved Rock,Erika Holmes,8153330002,8153340002,erika.holmes@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4173918646909840
b9c7f3fd-f4ab-418d-9d41-5e02c88a54ad,2022-01-01 10:56:40,10001056,Carved Rock,Kenny Boyd,8153330006,8153340006,kenny.boyd@carvedrock.com,75 Stephens Rd,UNIT B,Tennille,GA,31089,US,VISA,4539815890145050
c7cfb6fb-a8fc-4242-8849-ebcb7490d863,2022-01-01 10:58:45,10001057,Carved Rock,Noah Goodman,8153330004,8153340004,noah.goodman@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4537419482560370
96883d2b-7fa4-4e90-8b8f-ffbbc0602fe9,2022-01-01 11:00:50,10001058,Widgets R Us,Ana Knight,8154982878,8154983879,aknight@widgets.com,218 Sycamore Dr,Suite 4344,Mars,PA,18011,US,AMEX,378911666311461
2292613c-2d96-4ada-9ec9-47962fdfa5fd,2022-01-01 11:02:55,10001059,Carved Rock,Erika Holmes,8153330002,8153340002,erika.holmes@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4173918646909840
c63f2407-f06a-40b4-9450-c112501a2175,2022-01-01 11:05:00,10001060,Carved Rock,Roy Day,8153330001,8153340001,roy.day@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4825976163105600
0a0d23e1-b7d1-4c61-a5b8-0d6106707026,2022-01-01 11:07:05,10001061,Carved Rock,Ollie Rivera,8153330003,8153340003,ollie.rivera@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4716498622000630
aba60a51-cd01-4683-ae1e-e855606612e8,2022-01-01 11:09:10,10001062,Carved Rock,Michael Hubbard,8153330007,8153340007,michael.hubbard@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,VISA,4958675534555920
9b7f4d46-93d8-404d-b207-ead0832dc754,2022-01-01 11:11:15,10001063,Carved Rock,Ian Barton,8153330011,8153340011,ian.barton@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,AMEX,379473946239508
e1e6e0b7-920a-4b95-89f4-d72c0a372fa4,2022-01-01 11:13:20,10001064,Globomantics,Shane Delgado,8155223939,8155223439,shane.delgado@globomantics.com,5715 Tanagerlake Rd,Suite 7711,Lithia,FL,33547,US,VISA,4283248366720440
29a3aa28-1fc9-4b0b-b1bf-3cc224dff045,2022-01-01 11:15:25,10001065,Carved Rock,Roy Day,8153330001,8153340001,roy.day@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4825976163105600
e516fe05-db00-48ca-beac-3553e1eb1785,2022-01-01 11:17:30,10001066,Michael Hoffman Tech,Michael Hoffman,8154557676,8154557677,michael.hoffman@michaelhoffmantech.com,1529 Castle St,,Atwater,CA,95301,US,AMEX,375292148113236
dafdbfeb-9c43-48ae-9f9a-d7f27aace3d5,2022-01-01 11:19:35,10001067,Carved Rock,Susan Kelley,8153330009,8153340009,susan.kelley@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,AMEX,340471998469318
c1c2845b-35dc-4792-81bc-f5a12bea3c02,2022-01-01 11:21:40,10001068,Carved Rock,Erika Holmes,8153330002,8153340002,erika.holmes@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4173918646909840
1da2b6e6-e95f-4e58-82f3-45b826bbf278,2022-01-01 11:23:45,10001069,Carved Rock,Denise Lawson,8153330010,8153340010,denise.lawson@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,AMEX,342257658251544
affe19a6-3304-4720-8172-cd4ed2f681d6,2022-01-01 11:25:50,10001070,Carved Rock,Ollie Rivera,8153330003,8153340003,ollie.rivera@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4716498622000630
caa96144-dca4-433f-8db6-56ba963f44f3,2022-01-01 11:27:55,10001071,Wired Brain Coffee Software,Katrina Adams,8156223989,8156223989,kadams@wiredbean.com,16746 W Magnolia St,Suite 200,Goodyear,AZ,85338,US,AMEX,340107445193701
b4babdf6-fd34-4c66-aee4-3878c580d49e,2022-01-01 11:30:00,10001072,Widgets R Us,Clfton Byrd,8154982878,8154984879,cbyrd@widgets.com,218 Sycamore Dr,Suite 4347,Mars,PA,18011,US,AMEX,371944020702171
50b7d10a-7d35-4900-9359-6bd975fc0a57,2022-01-01 11:32:05,10001073,Carved Rock,Peggy Patton,8153330008,8153340008,peggy.patton@carvedrock.com,75 Stephens Rd,UNIT B,Tennille,GA,31089,US,AMEX,377584862788351
287666f7-291d-40ce-8f05-48ce0c7de325,2022-01-01 11:34:10,10001074,Carved Rock,Roy Day,8153330001,8153340001,roy.day@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4825976163105600
06673cb1-b734-4c0d-9275-64cfc266476b,2022-01-01 11:36:15,10001075,Carved Rock,Gail Byrd,8153330013,8153340013,gail.byrd@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,AMEX,342421090535746
870c07c4-45a0-4310-a02e-cddb4a33cc2e,2022-01-01 11:38:20,10001076,Carved Rock,Erika Holmes,8153330002,8153340002,erika.holmes@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4173918646909840
4a71e4ba-55d1-412d-bf3f-40f8ea1bfc8e,2022-01-01 11:40:25,10001077,Carved Rock,Clarence Wallace,8153330005,8153340005,clarence.wallace@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4626111852823860
5fa5fb15-4519-4863-bc02-7b68f0caa205,2022-01-01 11:42:30,10001078,Carved Rock,Roy Day,8153330001,8153340001,roy.day@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4825976163105600
546e392a-5c09-49a0-8c11-f298498b09a5,2022-01-01 11:44:35,10001079,Carved Rock,Noah Goodman,8153330004,8153340004,noah.goodman@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4537419482560370
5d6ff087-9071-48b9-9904-27d7dc4a2abd,2022-01-01 11:46:40,10001080,Carved Rock,Erika Holmes,8153330002,8153340002,erika.holmes@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4173918646909840
680cd87a-485c-4e63-bd79-9c9b84e60d8b,2022-01-01 11:48:45,10001081,Carved Rock,Ollie Rivera,8153330003,8153340003,ollie.rivera@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4716498622000630
e6d6a3eb-b622-476d-915a-94f90b155251,2022-01-01 11:50:50,10001082,Globomantics,Shane Delgado,8155223939,8155223439,shane.delgado@globomantics.com,5715 Tanagerlake Rd,Suite 7711,Lithia,FL,33547,US,VISA,4283248366720440
91a6f537-67c0-46cd-ab49-3433192d1ee9,2022-01-01 11:52:55,10001083,Carved Rock,Roy Day,8153330001,8153340001,roy.day@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4825976163105600
24b81852-d2d5-4d02-9fef-7ac87cde92b1,2022-01-01 11:55:00,10001084,Carved Rock,Peggy Patton,8153330008,8153340008,peggy.patton@carvedrock.com,75 Stephens Rd,UNIT B,Tennille,GA,31089,US,AMEX,377584862788351
72056ca3-d0a5-4baa-b1be-ec64666715e7,2022-01-01 11:57:05,10001085,Carved Rock,Traci Malone,8153330012,8153340012,traci.malone@carvedrock.com,75 Stephens Rd,UNIT B,Tennille,GA,31089,US,AMEX,347790793233212
e2c963e1-c383-4f6f-9f2e-ad66d5590ecb,2022-01-01 11:59:10,10001086,Widgets R Us,Sam Bradley,8154982878,8154982879,sbradley@widgets.com,218 Sycamore Dr,Suite 4343,Mars,PA,18011,US,AMEX,374533213920703
c6363bcd-d6c7-4ff4-baf7-df37ed313c1c,2022-01-01 12:01:15,10001087,Carved Rock,Ian Barton,8153330011,8153340011,ian.barton@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,AMEX,379473946239508
30755282-1353-4788-8e69-3f3dcc029fe1,2022-01-01 12:03:20,10001088,Carved Rock,Roy Day,8153330001,8153340001,roy.day@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4825976163105600
8d6afc37-3cb9-467c-837c-a97afb1df504,2022-01-01 12:05:25,10001089,Carved Rock,Erika Holmes,8153330002,8153340002,erika.holmes@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4173918646909840
5320da20-7806-4b0f-a76f-43e12d21c7c4,2022-01-01 12:07:30,10001090,Carved Rock,Denise Lawson,8153330010,8153340010,denise.lawson@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,AMEX,342257658251544
c620c790-a2dc-4f2a-9d6d-57d3dadfa9eb,2022-01-01 12:09:35,10001091,Michael Hoffman Tech,Michael Hoffman,8154557676,8154557677,michael.hoffman@michaelhoffmantech.com,1529 Castle St,,Atwater,CA,95301,US,AMEX,375292148113236
e563e460-437f-4099-9361-a425ac340050,2022-01-01 12:11:40,10001092,Carved Rock,Ollie Rivera,8153330003,8153340003,ollie.rivera@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4716498622000630
00dc933e-63af-4ff2-b1d3-cfa60261d57a,2022-01-01 12:13:45,10001093,Carved Rock,Roy Day,8153330001,8153340001,roy.day@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4825976163105600
ca809efd-59e6-45c3-a20b-375750cbe640,2022-01-01 12:15:50,10001094,Globomantics,Alberto Hart,8154510123,8154510124,alberto.hart@globomantics.com,5715 Tanagerlake Rd,Suite 7732,Lithia,FL,33547,US,VISA,4012888888881880
ca4127df-4668-4bcd-9743-059a22b75132,2022-01-01 12:17:55,10001095,Carved Rock,Susan Kelley,8153330009,8153340009,susan.kelley@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,AMEX,340471998469318
289a37c9-dc91-4cb0-9e30-38dc4d929e1e,2022-01-01 12:20:00,10001096,Carved Rock,Clarence Wallace,8153330005,8153340005,clarence.wallace@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4626111852823860
2929a6ec-f3ba-4897-a014-b70a83a08330,2022-01-01 12:22:05,10001097,Carved Rock,Erika Holmes,8153330002,8153340002,erika.holmes@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4173918646909840
8df538fd-e360-4965-8ee0-80517ca67749,2022-01-01 12:24:10,10001098,Michael Hoffman Tech,Michael Hoffman,8154557676,8154557677,michael.hoffman@michaelhoffmantech.com,1529 Castle St,,Atwater,CA,95301,US,AMEX,375292148113236
c64be8a4-84d6-4b96-8e76-516f6a8428cc,2022-01-01 12:26:15,10001099,Michael Hoffman Tech,Michael Hoffman,8154557676,8154557677,michael.hoffman@michaelhoffmantech.com,1529 Castle St,,Atwater,CA,95301,US,AMEX,375292148113236
21e1c490-d282-46b1-bd05-a1a6f33497f3,2022-01-01 12:28:20,10001100,Michael Hoffman Tech,Michael Hoffman,8154557676,8154557677,michael.hoffman@michaelhoffmantech.com,1529 Castle St,,Atwater,CA,95301,US,AMEX,375292148113236
d5b8f990-7488-4140-8a29-5f5b2ddecde4,2022-01-01 12:30:25,10001101,Widgets R Us,Clfton Byrd,8154982878,8154984879,cbyrd@widgets.com,218 Sycamore Dr,Suite 4347,Mars,PA,18011,US,AMEX,371944020702171
cbcafa6f-9a27-4d9f-9dfb-0bd45240ce4c,2022-01-01 12:32:30,10001102,Carved Rock,Roy Day,8153330001,8153340001,roy.day@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4825976163105600
44fc893c-4b3e-49c8-ba85-b3968d6d1328,2022-01-01 12:34:35,10001103,Carved Rock,Noah Goodman,8153330004,8153340004,noah.goodman@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4537419482560370
d67bec35-991d-43da-98b2-a6e8f5f79df6,2022-01-01 12:36:40,10001104,Carved Rock,Peggy Patton,8153330008,8153340008,peggy.patton@carvedrock.com,75 Stephens Rd,UNIT B,Tennille,GA,31089,US,AMEX,377584862788351
5e163a25-255e-4e3e-bf2a-69f37286b50a,2022-01-01 12:38:45,10001105,Carved Rock,Ollie Rivera,8153330003,8153340003,ollie.rivera@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4716498622000630
59756e1d-7dcc-41c7-9300-d09b48ca84f8,2022-01-01 12:40:50,10001106,Globomantics,Alberto Hart,8154510123,8154510124,alberto.hart@globomantics.com,5715 Tanagerlake Rd,Suite 7732,Lithia,FL,33547,US,VISA,4012888888881880
d7cb1959-8ab7-4814-a287-f50d79894e4e,2022-01-01 12:42:55,10001107,Carved Rock,Roy Day,8153330001,8153340001,roy.day@carvedrock.com,75 Stephens Rd,UNIT A,Tennille,GA,31089,US,VISA,4825976163105600
6c600e52-808b-4e73-b700-ac22014b525f,2022-01-01 12:45:00,10001108,Carved Rock,Michael Hubbard,8153330007,8153340007,michael.hubbard@carvedrock.com,75 Stephens Rd,UNIT C,Tennille,GA,31089,US,VISA,4958675534555920
